step,top1_miss,ema_miss,top1_acc,flip_penalty,median_rel_margin,flip_severity
588,0.388184,0.411189,0.611816,0.277344,0.992188,0.812500
589,0.395996,0.409669,0.604004,0.257812,1.000000,0.726562
590,0.386230,0.407326,0.613770,0.242188,1.000000,0.734375
591,0.361816,0.402775,0.638184,0.238281,0.976562,0.566406
592,0.359863,0.398483,0.640137,0.236328,0.914062,0.589844
593,0.362793,0.394914,0.637207,0.238281,0.953125,0.675781
594,0.576660,0.413089,0.423340,0.466797,0.812500,1.890625
595,0.409668,0.412747,0.590332,0.269531,1.023438,0.742188
596,0.322754,0.403748,0.677246,0.212891,1.039062,0.562500
597,0.459473,0.409320,0.540527,0.292969,1.085938,0.726562
598,0.447754,0.413163,0.552246,0.263672,1.140625,0.660156
599,0.432617,0.415109,0.567383,0.267578,1.085938,0.742188
600,0.358887,0.409487,0.641113,0.246094,0.898438,0.644531
601,0.354980,0.404036,0.645020,0.243164,0.937500,0.609375
602,0.400879,0.403720,0.599121,0.253906,1.000000,0.687500
603,0.376953,0.401044,0.623047,0.227539,1.070312,0.531250
604,0.358398,0.396779,0.641602,0.237305,1.000000,0.578125
605,0.389648,0.396066,0.610352,0.237305,1.023438,0.578125
606,0.376465,0.394106,0.623535,0.263672,0.917969,0.707031
607,0.412598,0.395955,0.587402,0.263672,1.093750,0.714844
608,0.366699,0.393029,0.633301,0.244141,0.953125,0.628906
609,0.375488,0.391275,0.624512,0.281250,0.914062,0.855469
610,0.359375,0.388085,0.640625,0.226562,1.070312,0.546875
611,0.336914,0.382968,0.663086,0.230469,0.921875,0.589844
612,0.395508,0.384222,0.604492,0.259766,1.109375,0.742188
613,0.393066,0.385107,0.606934,0.251953,1.000000,0.656250
614,0.336426,0.380239,0.663574,0.211914,1.007812,0.527344
615,0.392578,0.381472,0.607422,0.257812,1.000000,0.652344
616,0.372070,0.380532,0.627930,0.232422,0.964844,0.656250
617,0.369141,0.379393,0.630859,0.221680,1.000000,0.519531
618,0.421875,0.383641,0.578125,0.355469,0.750000,1.187500
619,0.467773,0.392054,0.532227,0.363281,0.835938,1.140625
620,0.401855,0.393035,0.598145,0.263672,1.000000,0.695312
621,0.391113,0.392842,0.608887,0.248047,1.070312,0.656250
622,0.385254,0.392084,0.614746,0.263672,0.957031,0.785156
623,0.429688,0.395844,0.570312,0.291016,1.039062,0.785156
624,0.442383,0.400498,0.557617,0.291016,1.046875,0.781250
625,0.346680,0.395116,0.653320,0.234375,0.972656,0.574219
626,0.414551,0.397060,0.585449,0.267578,1.000000,0.683594
627,0.410645,0.398418,0.589355,0.261719,1.054688,0.679688
628,0.440430,0.402619,0.559570,0.277344,1.117188,0.703125
629,0.416016,0.403959,0.583984,0.279297,1.000000,0.746094
630,0.382812,0.401844,0.617188,0.277344,0.933594,0.789062
631,0.385742,0.400234,0.614258,0.217773,1.109375,0.558594
632,0.402832,0.400494,0.597168,0.240234,1.101562,0.593750
633,0.395020,0.399946,0.604980,0.221680,1.148438,0.582031
634,0.365234,0.396475,0.634766,0.250000,0.898438,0.597656
635,0.405762,0.397404,0.594238,0.253906,1.085938,0.628906
636,0.400879,0.397751,0.599121,0.241211,1.109375,0.621094
637,0.400879,0.398064,0.599121,0.261719,0.972656,0.617188
638,0.419922,0.400250,0.580078,0.250000,1.187500,0.613281
639,0.391602,0.399385,0.608398,0.232422,1.148438,0.578125
640,0.398926,0.399339,0.601074,0.224609,1.109375,0.558594
641,0.382812,0.397686,0.617188,0.209961,1.140625,0.527344
642,0.382812,0.396199,0.617188,0.281250,0.933594,0.789062
643,0.409180,0.397497,0.590820,0.287109,1.000000,0.843750
644,0.354492,0.393197,0.645508,0.240234,0.941406,0.621094
645,0.392090,0.393086,0.607910,0.236328,1.000000,0.656250
646,0.384766,0.392254,0.615234,0.234375,1.101562,0.605469
647,0.379395,0.390968,0.620605,0.250000,0.984375,0.707031
648,0.397461,0.391617,0.602539,0.235352,1.085938,0.628906
649,0.428711,0.395327,0.571289,0.287109,1.070312,0.820312
650,0.408691,0.396663,0.591309,0.259766,1.062500,0.703125
651,0.359375,0.392934,0.640625,0.212891,1.062500,0.531250
652,0.385254,0.392166,0.614746,0.241211,1.000000,0.597656
653,0.395996,0.392549,0.604004,0.281250,0.867188,0.789062
654,0.322754,0.385570,0.677246,0.206055,0.929688,0.523438
655,0.463867,0.393399,0.536133,0.324219,0.929688,1.132812
656,0.382812,0.392341,0.617188,0.271484,0.921875,0.781250
657,0.401367,0.393243,0.598633,0.239258,1.171875,0.632812
658,0.379883,0.391907,0.620117,0.251953,1.000000,0.628906
659,0.355957,0.388312,0.644043,0.255859,0.875000,0.671875
660,0.368164,0.386297,0.631836,0.263672,0.890625,0.687500
661,0.423340,0.390002,0.576660,0.257812,1.132812,0.726562
662,0.387207,0.389722,0.612793,0.273438,0.859375,0.667969
663,0.430664,0.393816,0.569336,0.277344,1.085938,0.832031
664,0.399902,0.394425,0.600098,0.253906,1.054688,0.703125
665,0.369141,0.391897,0.630859,0.212891,1.093750,0.531250
666,0.408691,0.393576,0.591309,0.259766,1.023438,0.722656
667,0.366211,0.390840,0.633789,0.248047,0.914062,0.656250
668,0.427246,0.394480,0.572754,0.269531,1.031250,0.726562
669,0.410156,0.396048,0.589844,0.240234,1.125000,0.601562
670,0.400391,0.396482,0.599609,0.238281,1.117188,0.617188
671,0.367676,0.393601,0.632324,0.216797,1.140625,0.570312
672,0.420410,0.396282,0.579590,0.241211,1.109375,0.640625
673,0.428223,0.399476,0.571777,0.263672,1.039062,0.769531
674,0.331543,0.392683,0.668457,0.228516,0.953125,0.636719
675,0.401367,0.393551,0.598633,0.248047,1.000000,0.593750
676,0.408691,0.395065,0.591309,0.265625,1.023438,0.617188
677,0.396973,0.395256,0.603027,0.241211,1.031250,0.632812
678,0.386230,0.394354,0.613770,0.244141,1.000000,0.648438
679,0.393555,0.394274,0.606445,0.250000,1.054688,0.632812
680,0.413086,0.396155,0.586914,0.255859,1.117188,0.632812
681,0.440430,0.400582,0.559570,0.255859,1.125000,0.703125
682,0.454590,0.405983,0.545410,0.267578,1.171875,0.777344
683,0.421875,0.407572,0.578125,0.259766,1.078125,0.640625
684,0.422852,0.409100,0.577148,0.257812,1.132812,0.699219
685,0.448242,0.413014,0.551758,0.273438,1.156250,0.699219
686,0.413574,0.413070,0.586426,0.240234,1.164062,0.652344
687,0.436523,0.415416,0.563477,0.253906,1.132812,0.632812
688,0.428711,0.416745,0.571289,0.257812,1.179688,0.664062
689,0.395996,0.414670,0.604004,0.235352,1.156250,0.554688
690,0.411621,0.414365,0.588379,0.247070,1.148438,0.628906
691,0.376953,0.410624,0.623047,0.239258,0.992188,0.582031
692,0.358398,0.405402,0.641602,0.228516,1.023438,0.609375
693,0.398926,0.404754,0.601074,0.259766,1.000000,0.695312
694,0.390137,0.403292,0.609863,0.251953,0.957031,0.632812
695,0.353516,0.398315,0.646484,0.238281,0.933594,0.609375
696,0.378418,0.396325,0.621582,0.247070,1.000000,0.660156
697,0.355469,0.392239,0.644531,0.227539,1.023438,0.628906
698,0.386230,0.391638,0.613770,0.233398,1.054688,0.628906
699,0.390625,0.391537,0.609375,0.251953,1.039062,0.714844
700,0.404785,0.392862,0.595215,0.246094,1.132812,0.664062
701,0.390625,0.392638,0.609375,0.259766,1.000000,0.671875
702,0.413086,0.394683,0.586914,0.259766,1.101562,0.765625
703,0.412109,0.396426,0.587891,0.283203,0.929688,0.832031
704,0.372559,0.394039,0.627441,0.213867,1.117188,0.578125
705,0.385742,0.393209,0.614258,0.243164,0.980469,0.671875
706,0.389160,0.392804,0.610840,0.234375,1.109375,0.593750
707,0.385254,0.392049,0.614746,0.223633,1.109375,0.589844
708,0.380371,0.390881,0.619629,0.229492,1.085938,0.601562
709,0.408203,0.392614,0.591797,0.245117,1.070312,0.605469
710,0.373535,0.390706,0.626465,0.251953,0.988281,0.671875
711,0.414551,0.393090,0.585449,0.248047,1.078125,0.660156
712,0.405762,0.394357,0.594238,0.240234,1.117188,0.687500
713,0.376953,0.392617,0.623047,0.241211,1.046875,0.656250
714,0.355469,0.388902,0.644531,0.224609,0.949219,0.550781
715,0.417480,0.391760,0.582520,0.269531,1.078125,0.699219
716,0.386230,0.391207,0.613770,0.251953,0.929688,0.707031
717,0.375488,0.389635,0.624512,0.255859,0.910156,0.718750
718,0.415039,0.392176,0.584961,0.259766,1.117188,0.644531
719,0.417480,0.394706,0.582520,0.251953,1.140625,0.660156
720,0.383789,0.393614,0.616211,0.273438,0.953125,0.816406
721,0.382324,0.392485,0.617676,0.279297,0.906250,0.765625
722,0.368652,0.390102,0.631348,0.224609,1.085938,0.570312
723,0.368164,0.387908,0.631836,0.253906,0.980469,0.679688
724,0.410156,0.390133,0.589844,0.289062,0.988281,0.796875
725,0.348145,0.385934,0.651855,0.235352,0.933594,0.597656
726,0.411133,0.388454,0.588867,0.273438,1.085938,0.710938
727,0.399902,0.389599,0.600098,0.255859,1.078125,0.718750
728,0.407227,0.391362,0.592773,0.257812,1.000000,0.726562
729,0.380859,0.390311,0.619141,0.234375,1.054688,0.609375
730,0.345703,0.385851,0.654297,0.233398,0.906250,0.597656
731,0.355469,0.382812,0.644531,0.219727,1.000000,0.582031
732,0.389160,0.383447,0.610840,0.251953,1.039062,0.691406
733,0.361328,0.381235,0.638672,0.215820,1.000000,0.613281
734,0.384766,0.381588,0.615234,0.259766,0.914062,0.652344
735,0.378906,0.381320,0.621094,0.241211,0.964844,0.621094
736,0.367676,0.379956,0.632324,0.215820,1.046875,0.496094
737,0.354492,0.377409,0.645508,0.208984,1.062500,0.435547
738,0.393555,0.379024,0.606445,0.269531,0.972656,0.730469
739,0.387207,0.379842,0.612793,0.242188,1.054688,0.605469
740,0.404297,0.382288,0.595703,0.253906,1.000000,0.667969
741,0.410645,0.385123,0.589355,0.271484,1.000000,0.726562
742,0.382812,0.384892,0.617188,0.253906,0.996094,0.679688
743,0.353027,0.381706,0.646973,0.226562,0.984375,0.617188
744,0.392578,0.382793,0.607422,0.247070,1.054688,0.765625
745,0.390137,0.383527,0.609863,0.242188,1.093750,0.753906
746,0.370605,0.382235,0.629395,0.225586,1.093750,0.550781
747,0.392090,0.383221,0.607910,0.245117,1.000000,0.664062
748,0.371582,0.382057,0.628418,0.232422,1.023438,0.574219
749,0.385742,0.382425,0.614258,0.247070,1.039062,0.589844
750,0.390625,0.383245,0.609375,0.243164,1.070312,0.648438
751,0.381836,0.383104,0.618164,0.238281,1.070312,0.671875
752,0.378418,0.382636,0.621582,0.233398,1.007812,0.574219
753,0.331543,0.377526,0.668457,0.207031,0.964844,0.515625
754,0.398926,0.379666,0.601074,0.269531,0.972656,0.785156
755,0.443359,0.386036,0.556641,0.281250,1.093750,0.863281
756,0.423340,0.389766,0.576660,0.257812,1.179688,0.609375
757,0.431152,0.393905,0.568848,0.267578,1.234375,0.617188
758,0.374023,0.391917,0.625977,0.244141,1.000000,0.542969
759,0.390137,0.391739,0.609863,0.226562,1.164062,0.500000
760,0.387207,0.391285,0.612793,0.243164,1.085938,0.574219
761,0.387695,0.390926,0.612305,0.242188,1.117188,0.597656
762,0.406738,0.392508,0.593262,0.247070,1.125000,0.632812
763,0.406738,0.393931,0.593262,0.253906,1.078125,0.679688
764,0.368164,0.391354,0.631836,0.209961,1.085938,0.554688
765,0.358887,0.388107,0.641113,0.219727,1.015625,0.511719
766,0.395996,0.388896,0.604004,0.306641,0.777344,0.886719
767,0.379395,0.387946,0.620605,0.239258,1.000000,0.664062
768,0.422852,0.391437,0.577148,0.253906,1.132812,0.710938
769,0.385254,0.390818,0.614746,0.247070,1.000000,0.597656
770,0.402832,0.392020,0.597168,0.228516,1.140625,0.542969
771,0.399414,0.392759,0.600586,0.238281,1.015625,0.632812
772,0.384277,0.391911,0.615723,0.247070,1.046875,0.613281
773,0.364746,0.389194,0.635254,0.219727,1.031250,0.550781
774,0.398926,0.390168,0.601074,0.240234,1.125000,0.621094
775,0.376953,0.388846,0.623047,0.221680,1.101562,0.601562
776,0.354492,0.385411,0.645508,0.208008,1.070312,0.527344
777,0.363770,0.383247,0.636230,0.220703,1.078125,0.542969
778,0.324219,0.377344,0.675781,0.227539,0.871094,0.625000
779,0.347656,0.374375,0.652344,0.216797,1.000000,0.554688
780,0.342773,0.371215,0.657227,0.194336,1.109375,0.472656
781,0.388672,0.372961,0.611328,0.279297,0.925781,0.812500
782,0.388184,0.374483,0.611816,0.227539,1.148438,0.585938
783,0.362305,0.373265,0.637695,0.224609,1.046875,0.550781
784,0.386230,0.374562,0.613770,0.263672,0.960938,0.718750
785,0.373047,0.374410,0.626953,0.240234,1.054688,0.621094
786,0.391113,0.376080,0.608887,0.271484,1.000000,0.710938
787,0.370117,0.375484,0.629883,0.247070,1.000000,0.644531
788,0.395996,0.377535,0.604004,0.265625,0.937500,0.671875
789,0.345703,0.374352,0.654297,0.218750,1.000000,0.503906
790,0.323242,0.369241,0.676758,0.213867,0.871094,0.539062
791,0.381836,0.370501,0.618164,0.257812,1.000000,0.738281
792,0.391602,0.372611,0.608398,0.251953,1.101562,0.734375
793,0.370117,0.372361,0.629883,0.251953,0.941406,0.757812
794,0.352539,0.370379,0.647461,0.219727,1.046875,0.535156
795,0.367676,0.370109,0.632324,0.223633,1.109375,0.542969
796,0.433105,0.376408,0.566895,0.292969,1.000000,0.941406
797,0.373535,0.376121,0.626465,0.213867,1.226562,0.535156
798,0.402344,0.378743,0.597656,0.239258,1.218750,0.574219
799,0.312500,0.372119,0.687500,0.232422,0.820312,0.664062
800,0.384766,0.373384,0.615234,0.259766,0.988281,0.734375
801,0.410645,0.377110,0.589355,0.253906,1.062500,0.664062
802,0.407715,0.380170,0.592285,0.246094,1.023438,0.628906
803,0.359863,0.378140,0.640137,0.231445,0.906250,0.597656
804,0.420898,0.382415,0.579102,0.263672,1.070312,0.710938
805,0.361816,0.380356,0.638184,0.226562,1.000000,0.535156
806,0.319336,0.374254,0.680664,0.221680,0.828125,0.562500
807,0.416016,0.378430,0.583984,0.257812,1.078125,0.796875
808,0.374512,0.378038,0.625488,0.271484,0.816406,0.765625
809,0.455078,0.385742,0.544922,0.296875,0.964844,0.890625
810,0.466309,0.393799,0.533691,0.291016,1.093750,0.812500
811,0.436523,0.398071,0.563477,0.283203,1.000000,0.789062
812,0.368652,0.395129,0.631348,0.229492,0.917969,0.628906
813,0.400879,0.395704,0.599121,0.289062,0.847656,0.832031
814,0.418457,0.397980,0.581543,0.251953,1.078125,0.667969
815,0.381836,0.396365,0.618164,0.248047,1.000000,0.726562
816,0.450195,0.401748,0.549805,0.333984,0.929688,1.164062
817,0.368652,0.398439,0.631348,0.267578,0.980469,0.796875
818,0.371582,0.395753,0.628418,0.247070,0.964844,0.753906
819,0.415527,0.397730,0.584473,0.259766,1.125000,0.730469
820,0.382324,0.396190,0.617676,0.236328,1.054688,0.710938
821,0.348633,0.391434,0.651367,0.242188,0.867188,0.613281
822,0.396484,0.391939,0.603516,0.253906,1.062500,0.679688
823,0.421875,0.394933,0.578125,0.273438,1.000000,0.687500
824,0.384766,0.393916,0.615234,0.227539,1.070312,0.582031
825,0.383301,0.392854,0.616699,0.225586,1.101562,0.558594
826,0.347168,0.388286,0.652832,0.228516,0.871094,0.601562
827,0.302734,0.379731,0.697266,0.215820,0.835938,0.527344
828,0.484863,0.390244,0.515137,0.343750,1.015625,1.125000
829,0.374023,0.388622,0.625977,0.246094,1.000000,0.675781
830,0.355469,0.385307,0.644531,0.237305,0.925781,0.562500
831,0.385742,0.385350,0.614258,0.223633,1.054688,0.500000
832,0.352539,0.382069,0.647461,0.210938,1.000000,0.542969
833,0.373047,0.381167,0.626953,0.206055,1.078125,0.500000
834,0.355469,0.378597,0.644531,0.204102,1.125000,0.462891
835,0.368164,0.377554,0.631836,0.201172,1.140625,0.474609
836,0.380371,0.377835,0.619629,0.217773,1.093750,0.523438
837,0.362793,0.376331,0.637207,0.202148,1.070312,0.507812
838,0.372070,0.375905,0.627930,0.211914,1.078125,0.507812
839,0.371094,0.375424,0.628906,0.207031,1.101562,0.507812
840,0.367676,0.374649,0.632324,0.249023,0.882812,0.652344
841,0.311035,0.368288,0.688965,0.221680,0.800781,0.500000
842,0.408691,0.372328,0.591309,0.269531,0.949219,0.687500
843,0.350586,0.370154,0.649414,0.250000,0.851562,0.597656
844,0.451660,0.378305,0.548340,0.343750,0.925781,1.054688
845,0.407227,0.381197,0.592773,0.243164,1.085938,0.617188
846,0.351074,0.378184,0.648926,0.216797,1.015625,0.562500
847,0.351074,0.375473,0.648926,0.215820,1.085938,0.554688
848,0.365723,0.374498,0.634277,0.211914,1.015625,0.542969
849,0.375000,0.374549,0.625000,0.250000,1.039062,0.664062
850,0.386719,0.375766,0.613281,0.273438,1.000000,0.796875
851,0.402344,0.378423,0.597656,0.253906,1.046875,0.664062
852,0.382812,0.378862,0.617188,0.237305,1.062500,0.644531
853,0.375488,0.378525,0.624512,0.224609,1.085938,0.582031
854,0.343262,0.374999,0.656738,0.236328,0.941406,0.585938
855,0.373535,0.374852,0.626465,0.217773,1.000000,0.562500
856,0.417969,0.379164,0.582031,0.244141,1.070312,0.562500
857,0.374023,0.378650,0.625977,0.219727,1.015625,0.511719
858,0.395996,0.380384,0.604004,0.229492,1.101562,0.535156
859,0.411133,0.383459,0.588867,0.247070,1.023438,0.640625
860,0.375488,0.382662,0.624512,0.233398,1.000000,0.585938
861,0.359375,0.380333,0.640625,0.232422,1.000000,0.578125
862,0.400391,0.382339,0.599609,0.249023,1.000000,0.667969
863,0.387695,0.382875,0.612305,0.242188,1.125000,0.585938
864,0.343750,0.378962,0.656250,0.206055,1.000000,0.527344
865,0.341309,0.375197,0.658691,0.210938,1.046875,0.496094
866,0.349121,0.372589,0.650879,0.220703,1.039062,0.539062
867,0.410156,0.376346,0.589844,0.287109,1.000000,0.898438
868,0.398438,0.378555,0.601562,0.267578,1.000000,0.789062
869,0.452148,0.385915,0.547852,0.353516,0.914062,1.062500
870,0.513184,0.398641,0.486816,0.445312,0.785156,1.414062
871,0.511719,0.409949,0.488281,0.408203,0.933594,1.187500
872,0.383301,0.407284,0.616699,0.261719,1.015625,0.726562
873,0.367188,0.403275,0.632812,0.245117,1.000000,0.742188
874,0.344727,0.397420,0.655273,0.219727,1.023438,0.566406
875,0.331543,0.390832,0.668457,0.207031,1.000000,0.601562
876,0.386719,0.390421,0.613281,0.255859,1.085938,0.691406
877,0.351562,0.386535,0.648438,0.228516,0.988281,0.550781
878,0.336426,0.381524,0.663574,0.192383,1.140625,0.468750
879,0.343262,0.377698,0.656738,0.195312,1.093750,0.457031
880,0.348145,0.374742,0.651855,0.192383,1.117188,0.470703
881,0.354004,0.372669,0.645996,0.193359,1.023438,0.470703
882,0.396973,0.375099,0.603027,0.246094,1.070312,0.613281
